id	path	signal	sr_hz	f_target_hz	side	duty_param	morph	pw_depth	lfo_wave	f0_meas_hz	phi0_model	peak	channel	cable	warm	win	raw	samples	src
vco_a_sawmix_44100_220_m0	vco_a_sawmix	-	44100.000000	220.000000	a	0.5	0	0	-	219.818115234375	1.7959183673469388	0.49999999999989697	dry_a	none	8192	16384	gh19_s6_scn1.raw	24576	-
vco_a_sawmix_44100_440_m0	vco_a_sawmix	-	44100.000000	440.000000	a	0.5	0	0	-	439.63623046875	3.5918367346938775	0.49999999999979394	dry_a	none	8192	16384	gh19_s6_scn2.raw	24576	-
vco_a_sawmix_44100_880_m0	vco_a_sawmix	-	44100.000000	880.000000	a	0.5	0	0	-	879.2724609375	7.1836734693877551	0.49999999999958789	dry_a	none	8192	16384	gh19_s6_scn3.raw	24576	-
vco_a_sawmix_48000_220_m0	vco_a_sawmix	-	48000.000000	220.000000	a	0.5	0	0	-	219.7265625	1.6499999999999999	0.49999999999977618	dry_a	none	8192	16384	gh19_s6_scn4.raw	24576	-
vco_a_sawmix_48000_440_m0	vco_a_sawmix	-	48000.000000	440.000000	a	0.5	0	0	-	439.453125	3.2999999999999998	0.4999999999999396	dry_a	none	8192	16384	gh19_s6_scn5.raw	24576	-
vco_a_sawmix_48000_880_m0	vco_a_sawmix	-	48000.000000	880.000000	a	0.5	0	0	-	879.8828125	6.5999999999999996	0.49999999999995204	dry_a	none	8192	16384	gh19_s6_scn6.raw	24576	-
vco_a_sawmix_88200_220_m0	vco_a_sawmix	-	88200.000000	220.000000	a	0.5	0	0	-	218.9208984375	0.89795918367346939	0.49999999999994849	dry_a	none	8192	16384	gh19_s6_scn7.raw	24576	-
vco_a_sawmix_88200_440_m0	vco_a_sawmix	-	88200.000000	440.000000	a	0.5	0	0	-	439.63623046875	1.7959183673469388	0.49999999999989697	dry_a	none	8192	16384	gh19_s6_scn8.raw	24576	-
vco_a_sawmix_88200_880_m0	vco_a_sawmix	-	88200.000000	880.000000	a	0.5	0	0	-	879.2724609375	3.5918367346938775	0.49999999999979394	dry_a	none	8192	16384	gh19_s6_scn9.raw	24576	-
vco_a_sawmix_96000_220_m0	vco_a_sawmix	-	96000.000000	220.000000	a	0.5	0	0	-	218.75	0.82499999999999996	0.49999999999914913	dry_a	none	8192	16384	gh19_s6_scn10.raw	24576	-
vco_a_sawmix_96000_440_m0	vco_a_sawmix	-	96000.000000	440.000000	a	0.5	0	0	-	439.453125	1.6499999999999999	0.49999999999977618	dry_a	none	8192	16384	gh19_s6_scn11.raw	24576	-
vco_a_sawmix_96000_880_m0	vco_a_sawmix	-	96000.000000	880.000000	a	0.5	0	0	-	878.90625	3.2999999999999998	0.4999999999999396	dry_a	none	8192	16384	gh19_s6_scn12.raw	24576	-
